account_uid,customer_name,email,phone,account_type,created_at,risk_level,fraud_score,is_fraud
ACC00273,Gautam Krishna,nihal11@example.org,5186892686025,Business,2022-08-12,Low,0.0,0
ACC00274,Nicholas Dhillon,charansaini@example.com,7421230940777,Business,2023-04-26,Low,0.0,0
ACC00275,Wakeeta Khanna,vamakshisetty@example.com,1990384983022,Current,2022-02-28,Low,0.0,0
ACC00276,Ikshita Bansal,bachittarmisra@example.com,0162249998279,Savings,2021-11-23,Low,0.0,0
ACC00277,Balendra Chander,ekantika56@example.org,8147214586833,Savings,2021-10-25,Low,0.0,1
ACC00278,Ikbal Wadhwa,sulebhavna@example.com,4899529978772,Business,2023-05-21,Low,0.0,0
ACC00279,Bina Hari,daniarjun@example.com,3966055830344,Current,2021-09-29,Low,0.0,0
ACC00280,Darika Mital,abeer15@example.com,9902355770272,Business,2023-11-10,Low,0.0,0
ACC00281,Gautami Shere,hbhalla@example.com,8803955124056,Current,2021-08-15,Low,0.0,0
ACC00282,Lopa Grover,morardivya@example.net,4617357438421,Savings,2022-09-20,Low,0.0,0
ACC00283,Baljiwan Jaggi,sawhneyyashawini@example.org,8235784521823,Current,2021-10-02,Low,0.0,0
ACC00284,Tripti Ram,agrawaldeepa@example.org,5701840943533,Business,2022-02-16,Low,0.0,0
ACC00285,Aradhana Walia,ridhi14@example.org,4109881385854,Wallet,2021-11-18,Low,0.0,0
ACC00286,Bhanumati Konda,ekavirmukhopadhyay@example.net,8702070160166,Business,2022-04-13,Low,0.0,0
ACC00287,Sanaya Parekh,gaurangi38@example.org,9217174773329,Business,2021-09-02,Low,0.0,1
ACC00288,Januja Ramanathan,ganganair@example.com,0171577245992,Business,2023-07-22,Low,0.0,0
ACC00289,Nidra Chhabra,ekavir48@example.com,9639382761539,Business,2022-09-27,Low,0.0,0
ACC00290,Radhika Oommen,oscarbrahmbhatt@example.net,1997581724619,Wallet,2021-11-22,Low,0.0,0
ACC00291,Ladli Narang,fbhat@example.org,9022784699733,Current,2021-08-23,Low,0.0,1
ACC00292,Chandani Modi,fpadmanabhan@example.net,9862405800851,Wallet,2021-11-07,Low,0.0,0
ACC00293,Azaan Keer,oramesh@example.com,6668327238656,Business,2022-03-30,Low,0.0,0
ACC00294,Bhavya Dass,advaybora@example.net,2762126796927,Current,2023-03-25,Low,0.0,0
ACC00295,Shivani Rajagopalan,upkaar26@example.net,9738468950097,Business,2023-10-13,Low,0.0,1
ACC00296,Isaiah Subramaniam,dharati@example.com,8913718949058,Wallet,2023-05-05,Low,0.0,0
ACC00297,Upasna Setty,anarula@example.com,4209494079290,Wallet,2023-01-22,Low,0.0,1
ACC00298,Avi Mangat,ibutala@example.net,4429444019292,Wallet,2022-06-26,Low,0.0,0
ACC00299,Kala Gill,warinder72@example.net,5129276637239,Savings,2023-08-12,Low,0.0,1
ACC00300,Chatura Lalla,benoliver@example.com,7478366742860,Current,2023-05-09,Low,0.0,0
ACC00301,Saumya Raja,benjamin18@example.net,6945441496739,Business,2022-01-20,Low,0.0,1
ACC00302,Zinal Nazareth,dhritianne@example.net,1061817534430,Current,2022-01-07,Low,0.0,1
ACC00303,George Bhandari,jairajdar@example.org,6921244717465,Current,2023-10-27,Low,0.0,0
ACC00304,Neel Borah,david66@example.com,4427173962712,Business,2022-11-09,Low,0.0,0
ACC00305,Tejas Cherian,glad@example.org,1947072006425,Wallet,2022-06-24,Low,0.0,0
ACC00306,Aarush Varma,bsridhar@example.com,8306719855460,Business,2022-11-01,Low,0.0,1
ACC00307,Jasmit Warrior,faris74@example.net,2806346157173,Savings,2023-06-03,Low,0.0,0
ACC00308,Balendra Hans,kharevrinda@example.com,8478700505061,Business,2022-11-28,Low,0.0,0
ACC00309,Tara Yadav,virajbora@example.org,7079032020417,Savings,2021-08-06,Low,0.0,0
ACC00310,Devansh Cherian,tankthomas@example.org,6565198253092,Business,2022-08-30,Low,0.0,0
ACC00311,Dev Dara,lohit62@example.net,8273902196207,Savings,2023-01-05,Low,0.0,1
ACC00312,Abeer Amble,gauravmander@example.com,2324876329092,Wallet,2021-11-20,Low,0.0,1
ACC00313,Gaurang Mitra,omya08@example.org,1819588373403,Business,2021-08-10,Low,0.0,0
ACC00314,Manthan Som,kgoda@example.net,0543645970108,Business,2022-06-28,Low,0.0,0
ACC00315,Nakul Balakrishnan,hvarma@example.org,7995635315313,Current,2022-08-19,Low,0.0,1
ACC00316,Ryan Prashad,ethansinha@example.net,0623972652735,Current,2023-03-27,Low,0.0,0
ACC00317,Samaksh Nayak,azadbhasin@example.com,1776253492929,Business,2022-08-21,Low,0.0,1
ACC00318,Gabriel Sabharwal,lkalita@example.com,4063356939290,Savings,2022-11-28,Low,0.0,0
ACC00319,Chaitanya Baria,cthaman@example.com,7177318063254,Wallet,2022-02-15,Low,0.0,0
ACC00320,Gautam Babu,kmody@example.net,9907726257016,Business,2021-12-20,Low,0.0,0
ACC00321,Bachittar Minhas,smadan@example.net,1950850165790,Current,2021-08-23,Low,0.0,1
ACC00322,Jeevika Gill,jayaramanlakshit@example.com,8179335548640,Business,2023-08-23,Low,0.0,0
ACC00323,Kashish Pai,gsunder@example.net,7884795137116,Savings,2022-11-23,Low,0.0,1
ACC00324,Bhavya Bose,galaanya@example.org,7238046827567,Savings,2023-10-07,Low,0.0,1
ACC00325,Bishakha Gulati,bainsvincent@example.net,6955798877492,Business,2023-08-15,Low,0.0,1
ACC00326,Onveer Lad,vedaprabhu@example.com,2547292842222,Business,2023-06-28,Low,0.0,0
ACC00327,Jackson Barman,jonathan74@example.com,3805525782841,Savings,2023-04-09,Low,0.0,0
ACC00328,Nidhi Tata,taranagarajan@example.org,8854749297517,Business,2023-01-30,Low,0.0,1
ACC00329,Liam Dada,aryan69@example.org,5150939834301,Current,2022-09-22,Low,0.0,0
ACC00330,Gagan Vala,fhayer@example.com,5626565045547,Wallet,2023-01-20,Low,0.0,0
ACC00331,Tanveer Sawhney,ssavant@example.org,6299123478519,Business,2023-03-22,Low,0.0,0
ACC00332,Gaurang Ahuja,amahajan@example.org,9232648704947,Business,2023-04-17,Low,0.0,0
ACC00333,Udarsh Bala,dubeadweta@example.com,1462730147195,Savings,2022-09-06,Low,0.0,0
ACC00334,Rajata Kuruvilla,xdar@example.net,4290257252045,Savings,2021-11-24,Low,0.0,1
ACC00335,Ishani Bava,bishakha81@example.net,2192855445189,Savings,2023-01-07,Low,0.0,1
ACC00336,Maanas Arya,zarnamanda@example.com,6521328338988,Current,2022-03-06,Low,0.0,0
ACC00337,Omisha Sharma,dadakaran@example.org,5452798524013,Savings,2021-10-23,Low,0.0,1
ACC00338,Lucky Karan,jeremiah32@example.org,1107603108907,Savings,2021-11-19,Low,0.0,0
ACC00339,Zehaan Bassi,mitraadvaith@example.org,9393250124955,Savings,2023-04-22,Low,0.0,0
ACC00340,Xiti Khurana,chaudharyakshay@example.net,3428013875927,Current,2021-08-24,Low,0.0,0
ACC00341,Pratyush Pant,nsamra@example.net,6151718275480,Savings,2022-04-04,Low,0.0,1
ACC00342,Falak Tak,rajanbhanumati@example.com,7386463175207,Current,2023-05-01,Low,0.0,1
ACC00343,Meghana Sarma,darluke@example.com,9121535396136,Current,2022-09-03,Low,0.0,0
ACC00344,Arya Mahajan,eparekh@example.net,7842711477320,Savings,2022-06-02,Low,0.0,1
ACC00345,Chatresh Bir,lbala@example.com,2499118773477,Current,2022-09-11,Low,0.0,0
ACC00346,Hemal Zachariah,balayqushi@example.org,7567700284276,Wallet,2021-11-06,Low,0.0,0
ACC00347,Devika Ramachandran,kchoudhary@example.net,8897782806479,Wallet,2023-07-13,Low,0.0,1
ACC00348,Ira Mane,darsh09@example.org,5590561655650,Savings,2021-10-26,Low,0.0,0
ACC00349,Yug Keer,frado14@example.org,2085076986407,Current,2023-02-16,Low,0.0,0
ACC00350,Edhitha Purohit,knaidu@example.org,1357852945637,Savings,2022-05-18,Low,0.0,1
ACC00351,Tanish Mani,champak49@example.com,9191954198763,Savings,2023-02-15,Low,0.0,1
ACC00352,Faraj Mittal,rachita85@example.org,6498782082973,Business,2022-11-20,Low,0.0,0
ACC00353,Amrita Walia,hbhasin@example.org,7232466513644,Current,2023-10-15,Low,0.0,0
ACC00354,Aahana Keer,hkhare@example.org,0347786603242,Current,2023-09-18,Low,0.0,0
ACC00355,Aarna Mall,brijeshsunder@example.org,1594165162319,Wallet,2021-08-13,Low,0.0,0
ACC00356,Zayan Taneja,khannajason@example.com,9636321234764,Savings,2021-10-07,Low,0.0,1
ACC00357,Vritti Walla,isaiah58@example.com,3425754090034,Savings,2023-01-10,Low,0.0,0
ACC00358,Dayamai Patil,warriorwarjas@example.com,0644134327560,Business,2022-02-22,Low,0.0,0
ACC00359,Faris Swamy,vsachar@example.net,1248156985700,Wallet,2023-10-22,Low,0.0,1
ACC00360,Sachi Deshpande,rattanryan@example.net,5911238296577,Wallet,2023-12-19,Low,0.0,0
ACC00361,Abha Ghose,baghyawati31@example.com,2669300893173,Business,2021-09-10,Low,0.0,1
ACC00362,Om Bawa,msanghvi@example.com,1529108677133,Business,2023-09-14,Low,0.0,0
ACC00363,Amaira Mani,iraja@example.com,9343626204439,Business,2022-12-26,Low,0.0,0
ACC00364,Yuvraj Pingle,achada@example.com,5636694118005,Business,2022-01-06,Low,0.0,0
ACC00365,Urishilla Pandya,ahluwaliazehaan@example.net,4652809242875,Current,2022-10-12,Low,0.0,1
ACC00366,Kevin Chakraborty,rachita24@example.org,0274564494856,Current,2021-12-10,Low,0.0,0
ACC00367,Diya Swamy,riabera@example.org,0320742761707,Wallet,2022-04-10,Low,0.0,1
ACC00368,Vedhika Shankar,uchowdhury@example.org,5134228499390,Business,2022-09-11,Low,0.0,1
ACC00369,Omaja Bose,wishichandra@example.com,4165915201777,Business,2021-09-07,Low,0.0,1
ACC00370,Abdul Narayan,sethiekta@example.net,3045018961642,Wallet,2023-02-04,Low,0.0,0
ACC00371,Mohini Chakraborty,joshinicholas@example.com,4214764925158,Current,2021-09-02,Low,0.0,0
ACC00372,Vrishti Sehgal,rsoni@example.net,1659266108573,Savings,2023-03-21,Low,0.0,0
ACC00373,Warhi Vyas,mannanupadhriti@example.com,7422438649081,Business,2023-04-26,Low,0.0,1
ACC00374,Yochana Chokshi,gsachar@example.com,5491801722601,Business,2022-05-27,Low,0.0,1
ACC00375,Chameli Murthy,nsengupta@example.com,2321941680061,Business,2023-01-21,Low,0.0,1
ACC00376,Onveer Sood,qravel@example.net,4995641220310,Savings,2022-08-12,Low,0.0,0
ACC00377,Avi Kadakia,pdhillon@example.org,8314727601227,Wallet,2023-06-28,Low,0.0,0
ACC00378,Urishilla Bahri,mkibe@example.com,0501667998407,Business,2023-05-28,Low,0.0,0
ACC00379,Vedika Varghese,tkata@example.org,6958146717957,Wallet,2021-10-06,Low,0.0,0
ACC00380,Ansh Edwin,rehaan75@example.com,8395972466572,Wallet,2023-01-17,Low,0.0,0
ACC00381,Barkha Chadha,ldayal@example.org,9716743380054,Wallet,2022-04-30,Low,0.0,0
ACC00382,Nathan Ghosh,bhattgeetika@example.com,9318374550842,Wallet,2022-06-10,Low,0.0,0
ACC00383,Chandresh Sarma,gchoudhry@example.net,8081213524787,Savings,2022-07-20,Low,0.0,0
ACC00384,Mitesh Patla,lakshit13@example.com,0375482145653,Current,2023-10-05,Low,0.0,0
ACC00385,Oviya Kari,pushtisachdev@example.com,8507208115562,Current,2021-12-24,Low,0.0,0
ACC00386,Darsh Ramaswamy,doradalbir@example.net,6684550489267,Business,2022-08-18,Low,0.0,1
ACC00387,Riya Pai,thora@example.org,8562884318848,Current,2022-01-23,Low,0.0,0
ACC00388,Nathaniel Bajaj,zachariaaarna@example.org,6810548510174,Business,2022-03-10,Low,0.0,0
ACC00389,Sudiksha Nori,vivaanpalla@example.com,9268315893571,Business,2022-09-29,Low,0.0,0
ACC00390,Pavani Sabharwal,chandadavid@example.com,7371586988649,Savings,2023-09-27,Low,0.0,0
ACC00391,Pallavi Sarraf,ksaha@example.org,7728813770285,Wallet,2023-05-19,Low,0.0,0
ACC00392,Nilima Choudhary,pinglebimala@example.org,1545447022960,Business,2022-01-22,Low,0.0,1
ACC00393,Bhanumati Kale,vrindaagate@example.org,1067949756792,Current,2023-02-21,Low,0.0,1
ACC00394,Yamini Sharma,jsen@example.net,1996636580741,Wallet,2022-09-03,Low,0.0,1
ACC00395,Aryan More,chadareyansh@example.net,9837801820433,Wallet,2022-10-22,Low,0.0,0
ACC00396,Frado Walla,neelima90@example.com,5626085641118,Wallet,2023-01-05,Low,0.0,0
ACC00397,Bhavika Dhawan,aadhyachakraborty@example.org,6209520046152,Business,2023-03-29,Low,0.0,0
ACC00398,Ekiya Kuruvilla,ddara@example.org,9937886140578,Wallet,2023-04-18,Low,0.0,0
ACC00399,Dominic Sule,reddyvivaan@example.org,8913824967183,Current,2023-08-30,Low,0.0,0
ACC00400,Kashvi Zachariah,yatanyogi@example.com,0079420074946,Current,2023-02-11,Low,0.0,0
ACC00401,Simon Uppal,chakradev28@example.net,4161284639855,Savings,2021-12-01,Low,0.0,0
ACC00402,Sneha Mahajan,ekantaom@example.org,9502097002687,Current,2023-06-18,Low,0.0,0
ACC00403,Finn Brahmbhatt,saxenajatin@example.com,9562017537030,Current,2021-12-05,Low,0.0,0
ACC00404,Ishita Handa,mittertimothy@example.org,5047930361498,Business,2023-03-23,Low,0.0,0
ACC00405,Onkar Hari,dhruvdave@example.net,2493843089487,Wallet,2023-09-20,Low,0.0,0
ACC00406,Prisha Ben,rachana64@example.org,7580304687506,Current,2023-03-03,Low,0.0,0
ACC00407,Gaurika Bumb,karapallavi@example.org,3254110760954,Current,2022-12-27,Low,0.0,0
ACC00408,Hritik Solanki,harinibhagat@example.com,1997179110065,Current,2023-02-25,Low,0.0,0
ACC00409,Joshua Bhatia,tbhakta@example.net,1108046619639,Savings,2022-01-05,Low,0.0,1
ACC00410,Sudiksha Rajagopalan,nsangha@example.net,5078593110919,Current,2023-03-26,Low,0.0,1
ACC00411,Jonathan Upadhyay,isha67@example.net,2320024968549,Savings,2023-11-06,Low,0.0,0
ACC00412,Manan Singh,hemal45@example.org,0388065333153,Wallet,2022-01-16,Low,0.0,0
ACC00413,Unni Narula,chandani65@example.org,7073033793375,Current,2022-03-18,Low,0.0,0
ACC00414,Samesh Ratta,abeerpatil@example.org,5081247395003,Business,2023-09-17,Low,0.0,0
ACC00415,Bhanumati Ghosh,adwetaghosh@example.com,2302410261534,Savings,2022-05-23,Low,0.0,0
ACC00416,Wriddhish Pingle,onveer89@example.com,1223386559630,Wallet,2022-09-07,Low,0.0,0
ACC00417,Chaitaly Dixit,yug04@example.org,3179128685787,Business,2022-10-06,Low,0.0,1
ACC00418,Ekanta Prakash,etalwar@example.com,9033373634669,Wallet,2023-06-26,Low,0.0,1
ACC00419,Kavya Kumar,desaifrado@example.com,8539078956776,Savings,2023-04-17,Low,0.0,0
ACC00420,Jhalak Tank,anjali60@example.org,3415148881431,Business,2023-09-06,Low,0.0,0
ACC00421,Ekbal Parsa,iyergauri@example.org,4443928404456,Savings,2024-05-21,Low,0.0,1
ACC00422,Advik Sodhi,mitalikari@example.org,7389877515366,Business,2023-10-17,Low,0.0,0
ACC00423,Reva Sengupta,prasadliam@example.net,4075536668459,Savings,2023-07-29,Low,0.0,1
ACC00424,Azad Dewan,gangaraman@example.com,6186371597412,Current,2021-09-22,Low,0.0,0
ACC00425,Peter Balay,lbala@example.org,6433481705802,Wallet,2023-10-05,Low,0.0,0
ACC00426,Nirja Raman,indrajitdayal@example.net,7163234672994,Current,2023-09-01,Low,0.0,0
ACC00427,Yadavi Shanker,saksham02@example.com,6938597779014,Business,2022-04-20,Low,0.0,0
ACC00428,Idika Mishra,agill@example.org,9676291603248,Current,2021-10-28,Low,0.0,1
ACC00429,Ekalinga Kalla,wsabharwal@example.net,5118567243807,Business,2022-09-26,Low,0.0,1
ACC00430,Elijah Shenoy,voza@example.com,6004125777118,Business,2023-03-02,Low,0.0,1
ACC00431,Raksha Dey,kmallick@example.org,9124186210427,Business,2023-02-22,Low,0.0,0
ACC00432,Pranav Kalita,waliatarak@example.com,8164709006335,Savings,2022-04-16,Low,0.0,0
ACC00433,Ryan Chand,samaayaan@example.org,3131220681558,Savings,2021-11-10,Low,0.0,0
ACC00434,Sarthak Rana,odara@example.org,5520650637314,Current,2022-03-31,Low,0.0,1
ACC00435,Caleb Bhavsar,nirjamitra@example.net,1892419562525,Current,2023-04-05,Low,0.0,0
ACC00436,Ekansh Nayak,senlavanya@example.net,8903091436391,Savings,2023-07-24,Low,0.0,0
ACC00437,Laksh Prasad,mminhas@example.org,3039752450864,Current,2023-07-07,Low,0.0,0
ACC00438,Veer Narula,xavier38@example.org,3968527017130,Savings,2023-07-24,Low,0.0,0
ACC00439,Samarth Dass,ghosesamarth@example.org,6742336293449,Savings,2022-11-08,Low,0.0,0
ACC00440,Saksham Magar,xbuch@example.com,2776896270661,Business,2022-01-25,Low,0.0,0
ACC00441,Michael Gill,lajita74@example.com,6897152732300,Business,2023-03-08,Low,0.0,1
ACC00442,Vyanjana Ravel,vrana@example.com,7491601692364,Savings,2023-05-08,Low,0.0,0
ACC00443,Yashodhara Suresh,dalbir66@example.net,3705024972439,Wallet,2022-01-07,Low,0.0,0
ACC00444,Advik Dada,rajagopalanmitali@example.net,8362644886946,Wallet,2022-01-11,Low,0.0,1
ACC00445,Ikbal Padmanabhan,amrutakadakia@example.net,4027011686462,Business,2023-10-20,Low,0.0,0
ACC00446,Kavya Grewal,rudrasur@example.org,7932302346791,Current,2023-04-05,Low,0.0,1
ACC00447,Fariq Memon,purohitjeet@example.com,5093771004090,Current,2022-10-22,Low,0.0,0
ACC00448,Siddharth Vig,prashadzinal@example.com,7596555535669,Savings,2022-06-22,Low,0.0,1
ACC00449,Ishani Narayanan,aggarwaltanmayi@example.net,2091843579786,Current,2022-03-08,Low,0.0,0
ACC00450,Aarush Nagy,parsachakradev@example.net,7397691567164,Current,2023-04-03,Low,0.0,1
ACC00451,Luke Venkatesh,dattawidisha@example.org,8727178333211,Current,2023-10-19,Low,0.0,0
ACC00452,Ayush Dyal,leela43@example.net,7128715399156,Savings,2023-07-15,Low,0.0,0
ACC00453,Rajeshri Kaul,aashidalia@example.com,1159319525690,Wallet,2022-05-01,Low,0.0,0
ACC00454,David Wason,lipikasampath@example.com,2899316087524,Wallet,2022-10-08,Low,0.0,0
ACC00455,Xalak Shah,bhanumatidhingra@example.net,9548149737460,Savings,2022-09-08,Low,0.0,0
ACC00456,Michael Kade,charlesgola@example.com,4208656756618,Wallet,2022-01-14,Low,0.0,0
ACC00457,Barkha Hayer,ichatterjee@example.com,4729277423330,Business,2023-03-28,Low,0.0,0
ACC00458,Harsh Divan,rsane@example.org,1572018596263,Business,2022-10-09,Low,0.0,1
ACC00459,Jagat Khosla,tsuresh@example.net,6176475011117,Savings,2022-04-28,Low,0.0,0
ACC00460,Arin Srinivasan,girindra92@example.com,6492151826068,Savings,2022-10-15,Low,0.0,0
ACC00461,Devansh Venkataraman,johaljacob@example.org,0875102932184,Wallet,2022-04-22,Low,0.0,1
ACC00462,Frado Dash,januja82@example.com,3408487297585,Wallet,2023-12-05,Low,0.0,1
ACC00463,Hardik Basu,balhaarguha@example.org,3298395429618,Savings,2023-05-11,Low,0.0,0
ACC00464,Abha Raj,mugdhashan@example.org,6283143598926,Savings,2021-11-08,Low,0.0,0
ACC00465,Diya Saraf,mbal@example.org,4181861515542,Wallet,2022-05-20,Low,0.0,1
ACC00466,Anusha Anne,purohittristan@example.com,1284971859484,Savings,2021-11-10,Low,0.0,1
ACC00467,Chanakya Garde,lopa25@example.net,7924082226940,Current,2022-09-06,Low,0.0,0
ACC00468,Zaid Sahota,cgoswami@example.com,8446834146511,Business,2023-03-22,Low,0.0,1
ACC00469,Wriddhish Chander,daksheshchad@example.net,8706827788160,Current,2022-05-11,Low,0.0,0
ACC00470,Abhimanyu Sandal,yash89@example.org,2832152850676,Business,2022-03-21,Low,0.0,0
ACC00471,Kashvi Chowdhury,zaid81@example.com,7443096348079,Business,2023-09-29,Low,0.0,0
ACC00472,Dakshesh Parekh,sharmafalguni@example.com,1052650167318,Business,2023-01-09,Low,0.0,1
ACC00473,Nirja Dasgupta,jamble@example.net,3765456284177,Business,2023-01-24,Low,0.0,1
ACC00474,Logan Pandya,wahluwalia@example.net,1340266502374,Wallet,2022-02-13,Low,0.0,0
ACC00475,Oviya Suresh,udatta@example.com,2110225803056,Savings,2021-08-05,Low,0.0,1
ACC00476,Radha Srinivasan,baghyawati71@example.com,9282341436371,Current,2023-01-28,Low,0.0,0
ACC00477,Ranbir Dixit,jaideo@example.com,4326093106684,Business,2022-01-20,Low,0.0,0
ACC00478,Tristan Nayar,dsrinivas@example.net,0414545635020,Business,2023-03-11,Low,0.0,0
ACC00479,Charles Nagy,bhavikasodhi@example.com,6247554110825,Business,2021-09-19,Low,0.0,0
ACC00480,Janaki Wadhwa,wazir43@example.net,1129109337118,Savings,2022-09-22,Low,0.0,0
ACC00481,Charvi Som,miteshbassi@example.org,6848557161768,Savings,2023-02-12,Low,0.0,0
ACC00482,Ojas Mahal,bimalabath@example.net,3678812786866,Wallet,2023-02-03,Low,0.0,1
ACC00483,Samuel Gour,duttatejas@example.net,8788443448123,Savings,2021-10-31,Low,0.0,0
ACC00484,Wazir Manne,divanarunima@example.org,0338105955184,Business,2021-07-29,Low,0.0,1
ACC00485,Nilima Menon,dakshesh05@example.org,2408916498373,Savings,2022-02-26,Low,0.0,1
ACC00486,Amruta Jani,cdugal@example.org,5271727223972,Business,2022-11-03,Low,0.0,0
ACC00487,Ansh Mukherjee,peterramesh@example.net,1216376182091,Savings,2023-06-22,Low,0.0,0
ACC00488,Leena Bail,aryacaleb@example.org,1429001851327,Wallet,2022-04-03,Low,0.0,0
ACC00489,Nihal Mohanty,varenya23@example.org,8100184186203,Business,2022-03-31,Low,0.0,0
ACC00490,Utkarsh Sane,wdin@example.net,3617213145195,Business,2021-11-13,Low,0.0,0
ACC00491,Jalsa Chad,dorapranav@example.com,9262494514754,Savings,2023-06-06,Low,0.0,1
ACC00492,Aarnav Dixit,ekajadivan@example.com,7119642152265,Wallet,2022-06-17,Low,0.0,1
ACC00493,Warda Samra,msachdev@example.net,2366878878836,Current,2023-03-12,Low,0.0,0
ACC00494,Oviya Vyas,gagankeer@example.com,3058721055247,Business,2022-01-15,Low,0.0,1
ACC00495,Oviya Kibe,udarshbhalla@example.net,1260650191792,Business,2023-08-29,Low,0.0,0
ACC00496,Manan Pau,farhankonda@example.org,9622728476570,Savings,2022-03-26,Low,0.0,0
ACC00497,Indrajit Dugal,balayoscar@example.net,0667849843624,Current,2022-01-04,Low,0.0,0
ACC00498,Krishna Dass,nandinibhalla@example.org,2891775662056,Current,2023-02-16,Low,0.0,0
ACC00499,Anamika Chopra,brahmbhattjanani@example.net,0342811390438,Savings,2022-06-14,Low,0.0,1
ACC00500,Bachittar Khosla,frederick99@example.org,0051405468356,Business,2023-09-27,Low,0.0,0
ACC00501,Kai Chatterjee,nikita81@example.net,0967904227113,Current,2021-08-22,Low,0.0,0
ACC00502,Lohit Dyal,sara25@example.com,9606339912971,Savings,2022-09-15,Low,0.0,0
ACC00503,Luke More,taragirindra@example.com,2421495511274,Savings,2022-03-08,Low,0.0,0
ACC00504,Aahana Sathe,jatinsura@example.org,4669275895516,Current,2022-08-08,Low,0.0,0
ACC00505,Adya Basak,kondaabhiram@example.org,4629613671577,Wallet,2022-07-28,Low,0.0,0
ACC00506,Ikbal Chada,hritikranganathan@example.com,6515597371470,Wallet,2022-11-01,Low,0.0,0
ACC00507,Upma Dhingra,ekajabalay@example.net,0567303064421,Business,2022-09-04,Low,0.0,1
ACC00508,Ekapad Mahal,tbumb@example.net,6834201654235,Current,2022-09-20,Low,0.0,0
ACC00509,Vasatika Soman,rajeshripant@example.net,0893199255027,Current,2022-12-04,Low,0.0,0
ACC00510,Xalak Nadig,rayadya@example.net,7279103368296,Current,2022-04-27,Low,0.0,0
ACC00511,Ijaya Kadakia,akshayprabhakar@example.com,4481776655868,Current,2021-07-30,Low,0.0,0
ACC00512,Ishaan Goda,xsangha@example.org,8664649111109,Savings,2023-03-24,Low,0.0,0
